seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-0441,act-winter-tobogganing,winter_weather,Tobogganing,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0442,act-winter-snowmobiling,winter_weather,Snowmobiling,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0443,act-winter-snowmobiling,winter_weather,Snowmobiling,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0444,act-winter-snowmobiling,winter_weather,Snowmobiling,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0445,act-winter-snow-shoveling,winter_weather,Snow shoveling,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0446,act-winter-snow-shoveling,winter_weather,Snow shoveling,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0447,act-winter-snow-shoveling,winter_weather,Snow shoveling,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0448,act-winter-roof-snow-clearing,winter_weather,Roof-snow clearing,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0449,act-winter-roof-snow-clearing,winter_weather,Roof-snow clearing,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0450,act-winter-roof-snow-clearing,winter_weather,Roof-snow clearing,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0451,act-winter-winter-dog-walking,winter_weather,Winter dog walking,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0452,act-winter-winter-dog-walking,winter_weather,Winter dog walking,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0453,act-winter-winter-dog-walking,winter_weather,Winter dog walking,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0454,act-winter-outdoor-winter-spectating,winter_weather,Outdoor winter spectating,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0455,act-winter-outdoor-winter-spectating,winter_weather,Outdoor winter spectating,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0456,act-winter-outdoor-winter-spectating,winter_weather,Outdoor winter spectating,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0457,act-winter-storm-preparation,winter_weather,Storm preparation,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0458,act-winter-storm-preparation,winter_weather,Storm preparation,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0459,act-winter-storm-preparation,winter_weather,Storm preparation,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0460,act-winter-storm-debris-cleanup,winter_weather,Storm-debris cleanup,ordinary participant or hobbyist,operate small controls,wearing insulation,"cold, snow, wind, darkness",thick gloves; low dexterity,cold_dexterity,closures and small controls cannot be used,removing gloves with exposed hands,oversized glove-operable interface,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0461,act-winter-storm-debris-cleanup,winter_weather,Storm-debris cleanup,ordinary participant or hobbyist,manage heat during exertion,alternating exertion and waiting,"subfreezing air, wind",sweat followed by rapid cooling,thermal_moisture,layers overheat then chill,frequent full layer removal,rapid venting and stowable insulation,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0462,act-winter-storm-debris-cleanup,winter_weather,Storm-debris cleanup,ordinary participant or hobbyist,maintain visibility,working or moving after dark,"snow, fog, glare, precipitation",eyewear fog; low light,visibility,user or equipment is difficult to see,"flashlights held in mouth, reflective tape",task-specific visibility and anti-fog system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
